Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
benz,gle-coupe,2024,213719,279329,Coupe,8,Automatic Transmission,Gasoline,White, Al Ain,"2024 mercedes-benz gle-coupe with Leather seats, Bluetooth, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
benz,e-class,2023,254063,43648,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 mercedes-benz e-class with Navigation system, Rear camera, Sunroof. Condition: Repainted bumper."
nissan,juke,2022,39316,82532,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 nissan juke with Rear camera, Navigation system. Condition: Dented door."
ford,edge,2021,174887,42178,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 ford edge with Adaptive cruise control, Sunroof, Leather seats. Condition: Engine repaired."
benz,g-class,2022,1100035,151592,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz g-class with Navigation system, Sunroof. Condition: No damage."
nissan,altima,2022,58771,138789,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2022 nissan altima with Leather seats, Navigation system, Sunroof, Rear camera. Condition: No damage."
nissan,altima,2020,56302,240205,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 nissan altima with Navigation system, Adaptive cruise control, Sunroof. Condition: Accident history."
toyota,camry,2024,21762,75850,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2024 toyota camry with Navigation system, Leather seats, Sunroof. Condition: Repainted bumper."
toyota,sequoia,2023,105547,193226,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota sequoia with Adaptive cruise control, Navigation system. Condition: Accident history."
benz,c-class,2021,202537,295711,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz c-class with Navigation system, Rear camera, Adaptive cruise control, Bluetooth. Condition: Dented door."
nissan,x-trail,2020,45101,174018,Sedan,4,Automatic Transmission,Gasoline,Burgundy, Sharjah,"2020 nissan x-trail with Navigation system, Sunroof. Condition: Engine repaired."
benz,e-class,2020,16669,43348,Sedan,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2020 mercedes-benz e-class with Rear camera, Adaptive cruise control. Condition: Dented door."
nissan,altima,2021,63026,274450,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2021 nissan altima with Bluetooth, Adaptive cruise control, Sunroof, Leather seats. Condition: Repainted bumper."
toyota,rush,2024,57354,204303,SUV,4,Automatic Transmission,Gasoline,White,Sharjah,"2024 toyota rush with Bluetooth, Rear camera. Condition: Repainted bumper."
benz,g-class,2024,592010,158016,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz g-class with Bluetooth, Navigation system, Rear camera, Adaptive cruise control. Condition: Dented door."
toyota,tundra,2021,143829,142398,Wagon,8,Automatic Transmission,Gasoline,White, Sharjah,"2021 toyota tundra with Navigation system, Adaptive cruise control, Rear camera. Condition: Repainted bumper."
benz,sprinter,2021,103719,20525,Other,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2021 mercedes-benz sprinter with Bluetooth, Sunroof. Condition: No damage."
benz,c-class,2020,204948,198828,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz c-class with Rear camera, Bluetooth. Condition: No damage."
toyota,prado,2020,99291,161326,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 toyota prado with Bluetooth, Sunroof. Condition: Dented door."
toyota,previa,2021,29146,173295,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 toyota previa with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
bmw,6-series,2021,182618,13559,Coupe,8,Automatic Transmission,Gasoline,Green, Abu Dhabi,"2021 bmw 6-series with Leather seats, Sunroof, Adaptive cruise control, Navigation system. Condition: Dented door."
nissan,altima,2024,41314,170778,Sedan,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2024 nissan altima with Adaptive cruise control, Sunroof, Bluetooth, Leather seats. Condition: No damage."
benz,s-class,2024,527717,93298,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz s-class with Leather seats, Navigation system. Condition: Dented door."
bmw,1-series,2021,165084,194790,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2021 bmw 1-series with Adaptive cruise control, Bluetooth. Condition: Accident history."
toyota,rav-4,2024,56806,241529,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota rav-4 with Navigation system, Sunroof, Rear camera. Condition: Accident history."
land-rover,range-rover-velar,2020,259931,96331,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah,"2020 land-rover range-rover-velar with Sunroof, Navigation system. Condition: Engine repaired."
bmw,7-series,2023,482836,291481,Sedan,12,Automatic Transmission,Gasoline,Blue, Dubai,"2023 bmw 7-series with Bluetooth, Navigation system, Leather seats. Condition: Accident history."
nissan,patrol,2020,305372,120048,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan patrol with Leather seats, Adaptive cruise control, Sunroof. Condition: No damage."
nissan,sunny,2020,29013,90743,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan sunny with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: Repainted bumper."
land-rover,range-rover-sport,2022,132026,72344,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover-sport with Leather seats, Adaptive cruise control, Rear camera. Condition: Minor scratches."
bmw,x1,2023,149435,29834,SUV,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2023 bmw x1 with Bluetooth, Rear camera, Navigation system. Condition: Engine repaired."
toyota,land-cruiser,2021,165017,229786,SUV,6,Automatic Transmission,Gasoline,White,Ajman,"2021 toyota land-cruiser with Leather seats, Adaptive cruise control. Condition: Repainted bumper."
bmw,5-series,2020,70447,258045,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw 5-series with Navigation system, Bluetooth. Condition: Dented door."
bmw,m5,2021,600036,169442,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2021 bmw m5 with Navigation system, Sunroof. Condition: Accident history."
land-rover,range-rover-sport,2023,370085,109263,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 land-rover range-rover-sport with Sunroof, Adaptive cruise control, Navigation system, Leather seats. Condition: Repainted bumper."
land-rover,range-rover,2020,544529,200462,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 land-rover range-rover with Sunroof, Rear camera. Condition: Repainted bumper."
nissan,patrol,2020,258978,261967,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2020 nissan patrol with Rear camera, Leather seats, Sunroof. Condition: No damage."
bmw,x5,2024,239935,57728,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 bmw x5 with Rear camera, Navigation system, Bluetooth. Condition: Engine repaired."
benz,e-class,2021,53767,46645,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz e-class with Rear camera, Sunroof, Bluetooth. Condition: No damage."
benz,s-class,2020,38407,12579,Sedan,8,Automatic Transmission,Gasoline,Gold, Dubai,"2020 mercedes-benz s-class with Rear camera, Sunroof. Condition: Engine repaired."
ford,mustang,2022,28375,94975,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 ford mustang with Adaptive cruise control, Navigation system, Rear camera. Condition: Dented door."
toyota,land-cruiser,2020,103022,219334,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 toyota land-cruiser with Adaptive cruise control, Navigation system. Condition: Dented door."
land-rover,range-rover-sport,2021,199599,137410,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover-sport with Navigation system, Sunroof, Adaptive cruise control, Leather seats. Condition: Engine repaired."
benz,gle-coupe,2021,328997,123409,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz gle-coupe with Navigation system, Leather seats, Rear camera, Bluetooth. Condition: Accident history."
benz,v-class,2024,252245,208347,Van,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz v-class with Leather seats, Bluetooth. Condition: Engine repaired."
ford,bronco,2022,309065,59332,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2022 ford bronco with Adaptive cruise control, Navigation system, Leather seats. Condition: Minor scratches."
nissan,patrol,2023,80647,35683,SUV,6,Manual Transmission,Gasoline,Brown, Ajman,"2023 nissan patrol with Sunroof, Adaptive cruise control. Condition: Repainted bumper."
land-rover,range-rover-sport,2022,51637,12390,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 land-rover range-rover-sport with Rear camera, Leather seats. Condition: Minor scratches."
land-rover,range-rover,2023,138730,129551,Crossover,8,Automatic Transmission,Gasoline,White, Dubai,"2023 land-rover range-rover with Sunroof, Leather seats, Adaptive cruise control, Rear camera. Condition: Engine repaired."
land-rover,range-rover-evoque,2021,92840,267222,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 land-rover range-rover-evoque with Bluetooth, Leather seats, Rear camera. Condition: Minor scratches."
bmw,5-series,2021,136030,106927,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2021 bmw 5-series with Leather seats, Adaptive cruise control, Navigation system, Bluetooth. Condition: No damage."
benz,s-class,2024,535045,104776,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz s-class with Adaptive cruise control, Sunroof, Bluetooth, Leather seats. Condition: Engine repaired."
toyota,tacoma,2024,63635,86923,Pick Up Truck,6,Automatic Transmission,Gasoline,Red, Ajman,"2024 toyota tacoma with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
bmw,5-series,2020,31930,135808,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 5-series with Rear camera, Leather seats. Condition: Repainted bumper."
toyota,land-cruiser,2023,338675,158874,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 toyota land-cruiser with Rear camera, Bluetooth. Condition: Minor scratches."
benz,g-class,2021,1129799,281382,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz g-class with Adaptive cruise control, Navigation system. Condition: Repainted bumper."
porsche,macan,2021,263020,22241,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2021 porsche macan with Leather seats, Adaptive cruise control, Navigation system. Condition: Accident history."
benz,slk-class,2021,24017,83127,Hard Top Convertible,4,Automatic Transmission,Gasoline,Red, Dubai,"2021 mercedes-benz slk-class with Rear camera, Sunroof, Leather seats. Condition: Repainted bumper."
benz,v-class,2023,365635,283841,Van,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz v-class with Sunroof, Rear camera. Condition: Accident history."
porsche,panamera,2023,372478,78888,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2023 porsche panamera with Bluetooth, Rear camera. Condition: No damage."
nissan,patrol,2022,228723,253860,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 nissan patrol with Leather seats, Bluetooth. Condition: No damage."
ford,edge,2021,42241,212047,Other,6,Automatic Transmission,Gasoline,Black, Sharjah,"2021 ford edge with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: Engine repaired."
land-rover,range-rover-sport,2024,60009,205732,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2024 land-rover range-rover-sport with Navigation system, Sunroof, Adaptive cruise control, Rear camera. Condition: Accident history."
ford,bronco,2020,193789,67489,Other,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 ford bronco with Leather seats, Navigation system, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
nissan,patrol,2020,113802,255445,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan patrol with Leather seats, Adaptive cruise control, Sunroof. Condition: No damage."
bmw,3-series,2022,72606,25182,Sedan,3,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 3-series with Leather seats, Adaptive cruise control. Condition: Dented door."
land-rover,range-rover-sport,2020,613672,118924,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2020 land-rover range-rover-sport with Adaptive cruise control, Bluetooth. Condition: Accident history."
nissan,pathfinder,2024,50089,237041,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan pathfinder with Rear camera, Adaptive cruise control, Leather seats. Condition: No damage."
benz,viano,2023,41803,212672,Van,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2023 mercedes-benz viano with Bluetooth, Leather seats. Condition: Accident history."
ford,ecosport,2024,35515,271657,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 ford ecosport with Navigation system, Leather seats, Sunroof, Rear camera. Condition: Dented door."
benz,s-class,2024,40304,213980,Sedan,8,Automatic Transmission,Gasoline,Grey, Sharjah,"2024 mercedes-benz s-class with Navigation system, Sunroof, Rear camera. Condition: No damage."
toyota,4-runner,2020,52996,65778,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 toyota 4-runner with Sunroof, Bluetooth. Condition: Repainted bumper."
benz,glc,2022,194020,299072,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz glc with Navigation system, Bluetooth, Adaptive cruise control, Leather seats. Condition: Dented door."
porsche,cayenne,2022,83321,99659,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2022 porsche cayenne with Bluetooth, Rear camera. Condition: No damage."
porsche,cayenne,2020,71591,16521,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 porsche cayenne with Leather seats, Sunroof, Adaptive cruise control. Condition: Dented door."
land-rover,range-rover-sport,2024,528948,225643,SUV,Unknown,Automatic Transmission,Gasoline,Grey, Dubai,"2024 land-rover range-rover-sport with Rear camera, Bluetooth. Condition: Dented door."
nissan,patrol,2024,229317,48391,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan patrol with Navigation system, Bluetooth, Adaptive cruise control, Rear camera. Condition: Dented door."
benz,e-class,2020,287936,27132,Sedan,4,Automatic Transmission,Gasoline,Other Color, Dubai,"2020 mercedes-benz e-class with Sunroof, Navigation system, Rear camera. Condition: Engine repaired."
nissan,sentra,2023,48333,68895,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan sentra with Leather seats, Navigation system, Rear camera. Condition: Accident history."
nissan,sunny,2020,10704,213087,Sedan,4,Automatic Transmission,Gasoline,Silver, Ajman,"2020 nissan sunny with Rear camera, Adaptive cruise control, Navigation system. Condition: Minor scratches."
bmw,m3,2022,203314,12545,Sedan,6,Automatic Transmission,Gasoline,Green, Dubai,"2022 bmw m3 with Leather seats, Adaptive cruise control, Sunroof, Rear camera. Condition: Engine repaired."
benz,e-class,2022,40257,56762,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah,"2022 mercedes-benz e-class with Adaptive cruise control, Leather seats, Bluetooth, Rear camera. Condition: No damage."
toyota,86,2023,41454,285577,Coupe,4,Manual Transmission,Gasoline,White, Dubai,"2023 toyota 86 with Navigation system, Rear camera, Sunroof, Adaptive cruise control. Condition: Minor scratches."
land-rover,range-rover,2020,226567,109751,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 land-rover range-rover with Sunroof, Navigation system, Adaptive cruise control. Condition: No damage."
nissan,patrol,2024,103352,252378,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2024 nissan patrol with Navigation system, Sunroof. Condition: Repainted bumper."
ford,expedition,2024,180807,57452,Other,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 ford expedition with Adaptive cruise control, Navigation system. Condition: Dented door."
porsche,carrera,2021,992710,216535,Coupe,Unknown,Automatic Transmission,Gasoline,Black, Dubai,"2021 porsche carrera with Rear camera, Leather seats, Sunroof, Navigation system. Condition: Accident history."
nissan,maxima,2023,44987,286695,Sedan,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2023 nissan maxima with Navigation system, Rear camera, Leather seats. Condition: Repainted bumper."
